id,product_id,name,price,stock,description
16,1,Core i5 - 8GB RAM - 512GB SSD,2115.61,15,"Apple MacBook Pro là dòng Ultrabook cao cấp sở hữu màn hình 13.3 inch 
với độ phân giải 2560 x 1600, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i5 
xung nhịp 2.9 GHz, 
kết hợp 8GB RAM và 512GB SSD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel Iris Graphics 550 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành macOS, 
trọng lượng chỉ 1.37kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 2115.61 USD."
17,3,Core M - 8GB RAM - 512GB Flash Storage,1258.2,45,"Apple MacBook 12"" là dòng Ultrabook cao cấp sở hữu màn hình 12.0 inch 
với độ phân giải 2304 x 1440, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core M 
xung nhịp 1.2 GHz, 
kết hợp 8GB RAM và 512GB Flash Storage,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel HD Graphics 5300 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Mac OS X, 
trọng lượng chỉ 0.92kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 1258.2 USD."
18,3,Core M - 8GB RAM - 256GB Flash Storage,1404.0,46,"Apple MacBook 12"" là dòng Ultrabook cao cấp sở hữu màn hình 12.0 inch 
với độ phân giải 2304 x 1440, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core M 
xung nhịp 1.1 GHz, 
kết hợp 8GB RAM và 256GB Flash Storage,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel HD Graphics 515 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Mac OS X, 
trọng lượng chỉ 0.92kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 1404.0 USD."
19,3,Core M - 8GB RAM - 256GB Flash Storage,1256.04,24,"Apple MacBook 12"" là dòng Ultrabook cao cấp sở hữu màn hình 12.0 inch 
với độ phân giải 2304 x 1440, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core M 
xung nhịp 1.1 GHz, 
kết hợp 8GB RAM và 256GB Flash Storage,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel HD Graphics 5300 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Mac OS X, 
trọng lượng chỉ 0.92kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 1256.04 USD."
20,3,Core M - 8GB RAM - 512GB Flash Storage,1381.32,29,"Apple MacBook 12"" là dòng Ultrabook cao cấp sở hữu màn hình 12.0 inch 
với độ phân giải 2304 x 1440, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core M 
xung nhịp 1.2 GHz, 
kết hợp 8GB RAM và 512GB Flash Storage,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel HD Graphics 515 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Mac OS X, 
trọng lượng chỉ 0.92kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 1381.32 USD."
21,4,Core i5 - 4GB RAM - 256GB Flash Storage,1035.72,23,"Apple MacBook Air là dòng Ultrabook cao cấp sở hữu màn hình 11.6 inch 
với độ phân giải 1366 x 768, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i5 
xung nhịp 1.6 GHz, 
kết hợp 4GB RAM và 256GB Flash Storage,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel HD Graphics 6000 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Mac OS X, 
trọng lượng chỉ 1.08kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 1035.72 USD."
22,5,Core i5 8250U - 8GB RAM - 128GB SSD +  1TB HDD,1171.8,17,"Dell Inspiron 5770 là dòng Notebook cao cấp sở hữu màn hình 17.3 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i5 8250U 
xung nhịp 1.6 GHz, 
kết hợp 8GB RAM và 128GB SSD +  1TB HDD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa AMD Radeon 530 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 2.8kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 1171.8 USD."
23,6,Core i5 6200U - 4GB RAM - 500GB HDD,830.68,33,"Dell Vostro 3559 là dòng Notebook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1366 x 768, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i5 6200U 
xung nhịp 2.3 GHz, 
kết hợp 4GB RAM và 500GB HDD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa AMD Radeon R5 M315 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 7, 
trọng lượng chỉ 2.24kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 830.68 USD."
24,7,Core i3 7100U - 6GB RAM - 1TB HDD,474.12,12,"Dell Inspiron 3567 là dòng Notebook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1366 x 768, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i3 7100U 
xung nhịp 2.4 GHz, 
kết hợp 6GB RAM và 1TB HDD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel HD Graphics 620 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 2.3kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 474.12 USD."
25,8,Core i7 7600U - 16GB RAM - 256GB SSD,2007.72,6,"Dell Latitude 7280 là dòng Ultrabook cao cấp sở hữu màn hình 12.5 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i7 7600U 
xung nhịp 2.8 GHz, 
kết hợp 16GB RAM và 256GB SSD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel HD Graphics 620 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 1.18kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 2007.72 USD."
26,7,Core i3 6006U - 4GB RAM - 1TB HDD,387.72,7,"Dell Inspiron 3567 là dòng Notebook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1366 x 768, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i3 6006U 
xung nhịp 2.0 GHz, 
kết hợp 4GB RAM và 1TB HDD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel HD Graphics 520 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Linux, 
trọng lượng chỉ 2.25kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 387.72 USD."
27,9,Core i5 8250U - 8GB RAM - 256GB SSD,861.2,31,"Dell Inspiron 5570 là dòng Notebook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i5 8250U 
xung nhịp 1.6 GHz, 
kết hợp 8GB RAM và 256GB SSD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa AMD Radeon 530 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 2.2kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 861.2 USD."
28,7,Core i3 6006U - 4GB RAM - 1TB HDD,502.87,14,"Dell Inspiron 3567 là dòng Notebook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1366 x 768, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i3 6006U 
xung nhịp 2.0 GHz, 
kết hợp 4GB RAM và 1TB HDD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa AMD Radeon R5 M430 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Linux, 
trọng lượng chỉ 2.25kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 502.87 USD."
29,9,Core i7 8550U - 16GB RAM - 256GB SSD +  2TB HDD,1316.78,8,"Dell Inspiron 5570 là dòng Notebook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i7 8550U 
xung nhịp 1.8 GHz, 
kết hợp 16GB RAM và 256GB SSD +  2TB HDD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa AMD Radeon 530 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 2.2kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 1316.78 USD."
30,10,Core i7 7700HQ - 16GB RAM - 256GB SSD +  1TB HDD,1618.92,49,"Dell Inspiron 7577 là dòng Gaming cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i7 7700HQ 
xung nhịp 2.8 GHz, 
kết hợp 16GB RAM và 256GB SSD +  1TB HDD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Nvidia GeForce GTX 1060 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 2.65kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 1618.92 USD."
31,11,Core i7 7500U - 8GB RAM - 256GB SSD,841.18,28,"Dell Inspiron 5567 là dòng Notebook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i7 7500U 
xung nhịp 2.7 GHz, 
kết hợp 8GB RAM và 256GB SSD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa AMD Radeon R7 M445 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Linux, 
trọng lượng chỉ 2.33kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 841.18 USD."
32,12,Core i7 7700HQ - 8GB RAM - 256GB SSD,1965.6,18,"Dell XPS 15 là dòng Notebook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i7 7700HQ 
xung nhịp 2.8 GHz, 
kết hợp 8GB RAM và 256GB SSD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Nvidia GeForce GTX 1050 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 2.0kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 1965.6 USD."
33,11,Core i5 7200U - 8GB RAM - 256GB SSD,960.12,22,"Dell Inspiron 5567 là dòng Notebook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i5 7200U 
xung nhịp 2.5 GHz, 
kết hợp 8GB RAM và 256GB SSD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa AMD Radeon R7 M445 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 2.36kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 960.12 USD."
34,13,Core i7 8550U - 8GB RAM - 256GB SSD,1132.92,29,"Dell Inspiron 5579 là dòng 2 in 1 Convertible cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i7 8550U 
xung nhịp 1.8 GHz, 
kết hợp 8GB RAM và 256GB SSD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel UHD Graphics 620 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 1.56kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 1132.92 USD."
35,14,Core i5 7200U - 4GB RAM - 1TB HDD,563.61,36,"Dell Vostro 3568 là dòng Notebook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1366 x 768, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i5 7200U 
xung nhịp 2.5 GHz, 
kết hợp 4GB RAM và 1TB HDD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel HD Graphics 520 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Linux, 
trọng lượng chỉ 2.18kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 563.61 USD."
36,15,Core i7 7700HQ - 32GB RAM - 256GB SSD +  1TB HDD,3400.92,39,"Dell Alienware 17 là dòng Gaming cao cấp sở hữu màn hình 17.3 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i7 7700HQ 
xung nhịp 2.8 GHz, 
kết hợp 32GB RAM và 256GB SSD +  1TB HDD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Nvidia GeForce GTX 1070 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 4.42kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 3400.92 USD."
37,16,Core i7 8650U - 16GB RAM - 512GB SSD +  256GB SSD,1736.6,24,"Dell Latitude 5590 là dòng Ultrabook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i7 8650U 
xung nhịp 1.9 GHz, 
kết hợp 16GB RAM và 512GB SSD +  256GB SSD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel UHD Graphics 620 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 1.88kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 1736.6 USD."
38,17,Core i7 8550U - 8GB RAM - 256GB SSD,2104.92,26,"Dell XPS 13 là dòng Ultrabook cao cấp sở hữu màn hình 13.3 inch 
với độ phân giải 3840 x 2160, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i7 8550U 
xung nhịp 1.8 GHz, 
kết hợp 8GB RAM và 256GB SSD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel UHD Graphics 620 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 1.21kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 2104.92 USD."
39,9,Core i5 8250U - 8GB RAM - 256GB SSD,864.0,45,"Dell Inspiron 5570 là dòng Notebook cao cấp sở hữu màn hình 15.6 inch 
với độ phân giải 1920 x 1080, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i5 8250U 
xung nhịp 1.6 GHz, 
kết hợp 8GB RAM và 256GB SSD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa AMD Radeon 530 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 2.2kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 864.0 USD."
40,18,Core i7 6600U - 8GB RAM - 256GB SSD,2120.02,38,"Dell Latitude E7470 là dòng Ultrabook cao cấp sở hữu màn hình 14.0 inch 
với độ phân giải 2560 x 1440, mang lại không gian hiển thị sắc nét và sống động.

Máy được trang bị bộ vi xử lý Intel Core i7 6600U 
xung nhịp 2.6 GHz, 
kết hợp 8GB RAM và 256GB SSD,
đáp ứng tốt nhu cầu học tập, làm việc và giải trí.

Card đồ họa Intel HD Graphics 520 
giúp xử lý hình ảnh ổn định và mượt mà.

Thiết bị chạy hệ điều hành Windows 10, 
trọng lượng chỉ 1.5kg thuận tiện mang theo mỗi ngày.

Mức giá tham khảo khoảng 2120.02 USD."
